Date,1301.T,1305.T,1306.T,1308.T,1309.T,1311.T,1319.T,1320.T,1321.T,1322.T,1325.T,1326.T,1328.T,1329.T,1330.T,1332.T,1333.T,1343.T,1345.T,1346.T,1348.T,1349.T,1356.T,1357.T,1358.T,1360.T,1364.T,1365.T,1366.T,1367.T,1368.T,1369.T,1375.T,1376.T,1377.T,1379.T,1380.T,1381.T,1382.T,1383.T,1384.T
2023-01-04,3440.999755859375,1844.821533203125,1825.9866943359375,1804.1422119140625,39500.0,873.5730590820312,309.8671875,25246.345703125,25315.19140625,7438.0,161.05551147460938,22490.0,6013.0,2512.44580078125,25335.263671875,492.1936340332031,739.8896484375,1752.939697265625,1643.6600341796875,25178.962890625,1805.122802734375,12844.404296875,982.7000122070312,402.0,22846.466796875,983.5999755859375,16849.71875,19135.0,1049.0,17350.0,1423.0,24274.7578125,961.0653076171875,1307.1182861328125,4012.654296875,1731.3731689453125,1015.71875,2662.1318359375,1574.7093505859375,2905.507080078125,649.4385986328125
2023-01-05,3436.41162109375,1859.7896728515625,1826.9229736328125,1804.1422119140625,39590.0,874.7152099609375,313.029052734375,25331.927734375,25443.59765625,7500.0,160.13662719726562,22845.0,6121.0,2521.828857421875,25596.943359375,485.7895812988281,733.2888793945312,1741.2039794921875,1624.272216796875,25292.0859375,1804.198486328125,12979.8955078125,982.2999877929688,399.0,23035.115234375,974.2999877929688,16864.310546875,19300.0,1039.0,17370.0,1420.0,24157.89453125,967.8401489257812,1304.3232421875,4003.21240234375,1727.6617431640625,1025.4385986328125,2659.414306640625,1550.56884765625,2947.09912109375,653.9236450195312
2023-01-06,3413.4716796875,1850.9022216796875,1833.4759521484375,1809.7552490234375,40560.0,880.4260864257812,308.84417724609375,25507.845703125,25567.25,7776.0,160.63783264160156,22945.0,6147.0,2537.781005859375,25639.76171875,483.9598388671875,733.5888671875,1730.3377685546875,1610.4854736328125,25433.484375,1810.206298828125,13133.44921875,974.5,394.0,23268.4453125,963.5999755859375,16912.955078125,19515.0,1026.0,17485.0,1411.0,24270.0859375,969.7758178710938,1339.7261962890625,3974.88818359375,1728.589599609375,1020.5787963867188,2658.508544921875,1557.0682373046875,2962.944091796875,661.0997314453125
2023-01-10,3408.8837890625,1856.5152587890625,1836.7525634765625,1815.3682861328125,40650.0,879.4743041992188,308.84417724609375,25679.005859375,25757.48046875,7850.0,161.4731903076172,22970.0,6150.0,2557.017578125,25801.529296875,481.21533203125,729.9884033203125,1739.0306396484375,1636.3037109375,25678.583984375,1816.2142333984375,13092.802734375,969.0999755859375,387.0,23625.884765625,948.2999877929688,16995.646484375,19800.0,1011.0,17575.0,1402.0,24932.900390625,959.1295776367188,1320.16162109375,3894.635009765625,1726.73388671875,1029.3265380859375,2658.508544921875,1614.6343994140625,2943.13818359375,666.4818725585938
2023-01-11,3418.0595703125,1876.1610107421875,1856.411865234375,1835.48193359375,41070.0,891.7527465820312,313.40106201171875,25930.994140625,26009.5390625,7811.0,165.1487274169922,23155.0,6213.0,2580.47607421875,26072.720703125,477.555908203125,725.4879150390625,1742.94287109375,1636.739501953125,25937.8203125,1834.6998291015625,13187.64453125,949.2999877929688,380.0,24102.474609375,928.5999755859375,17156.169921875,20205.0,989.0,17955.0,1375.0,25175.84765625,961.0653076171875,1353.7012939453125,3913.517822265625,1724.8780517578125,1020.5787963867188,2640.392578125,1639.703369140625,2928.28369140625,666.4818725585938
2023-01-12,3418.0595703125,1885.04833984375,1865.3055419921875,1841.562744140625,40620.0,897.65380859375,307.44921875,25945.259765625,26028.5625,7833.0,167.98892211914062,23060.0,6182.0,2582.35302734375,26091.75390625,476.6410217285156,723.9877319335938,1727.29541015625,1629.7728271484375,25909.5390625,1847.6397705078125,13187.64453125,939.5999755859375,379.0,24132.259765625,927.7000122070312,17238.859375,20230.0,988.0,18085.0,1363.0,25218.71875,966.8723754882812,1353.7012939453125,3894.635009765625,1726.73388671875,1022.5227661132812,2676.62451171875,1612.77734375,2913.42919921875,689.80419921875
2023-01-13,3404.295654296875,1878.499755859375,1857.8162841796875,1836.41748046875,40870.0,899.46240234375,307.0772399902344,25621.953125,25700.412109375,7774.0,167.0700225830078,22745.0,6095.0,2548.572265625,25725.40234375,475.7261657714844,720.0872192382812,1721.6448974609375,1619.32275390625,25320.3671875,1819.9112548828125,13187.64453125,946.0,389.0,23516.66796875,952.9000244140625,17199.9453125,19720.0,1014.0,17980.0,1373.0,24899.556640625,967.8401489257812,1340.657958984375,3842.70703125,1726.73388671875,1024.466552734375,2676.62451171875,1667.5579833984375,2890.65283203125,662.893798828125
2023-01-16,3404.295654296875,1863.06396484375,1841.9013671875,1819.578125,41200.0,889.3731689453125,304.4732666015625,25336.681640625,25415.0625,7929.0,168.40660095214844,22775.0,6104.0,2519.9521484375,25530.33203125,479.3856201171875,720.3873291015625,1710.3441162109375,1604.5184326171875,25284.19140625,1820.8468017578125,12934.73046875,962.5,398.0,23005.328125,973.2999877929688,17044.2890625,19280.0,1037.0,17680.0,1396.0,24585.15625,966.8723754882812,1339.7261962890625,3682.200439453125,1725.8060302734375,1040.018310546875,2682.059326171875,1662.91552734375,2879.759765625,654.8207397460938
2023-01-17,3422.647705078125,1878.031982421875,1859.6885986328125,1835.9498291015625,40700.0,898.9864501953125,304.4732666015625,25650.48046875,25728.947265625,7880.0,167.90536499023438,22860.0,6126.0,2551.38720703125,25753.94921875,479.3856201171875,720.6873168945312,1690.35009765625,1590.5849609375,25617.37890625,1836.7493896484375,13011.509765625,945.7999877929688,388.0,23551.41796875,948.7000122070312,17238.859375,19735.0,1011.0,17995.0,1371.0,24890.02734375,974.6150512695312,1351.837890625,3833.26513671875,1731.3731689453125,1021.55078125,2682.059326171875,1639.703369140625,2897.5849609375,661.0997314453125
2023-01-18,3459.351806640625,1910.7747802734375,1891.050048828125,1866.35400390625,41370.0,913.4540405273438,313.40106201171875,26268.5625,26347.203125,7985.0,167.90536499023438,23080.0,6186.0,2614.72607421875,26401.009765625,483.9598388671875,726.9880981445312,1714.2559814453125,1609.743408203125,26226.63671875,1867.619140625,13137.966796875,913.2000122070312,369.0,24718.068359375,900.9000244140625,17496.6640625,20740.0,960.0,18575.0,1322.0,25528.357421875,971.7115478515625,1363.949462890625,3833.26513671875,1734.15673828125,1019.6068115234375,2682.965087890625,1687.0560302734375,2895.604248046875,675.4520263671875
2023-01-19,3427.235595703125,1891.5968017578125,1873.262939453125,1848.1114501953125,41350.0,900.50927734375,313.40106201171875,25888.205078125,25981.00390625,7778.0,164.98165893554688,22745.0,6089.0,2577.192138671875,26020.38671875,480.30047607421875,721.2872924804688,1681.6573486328125,1581.4412841796875,25864.888671875,1850.313232421875,13047.6396484375,929.4000244140625,380.0,24023.044921875,927.5,17302.09375,20125.0,988.0,18225.0,1349.0,25128.212890625,968.8080444335938,1361.154541015625,3767.174072265625,1741.5794677734375,1040.990234375,2680.247802734375,1728.837890625,2918.380859375,688.9072265625
2023-01-20,3450.17578125,1901.419677734375,1883.092529296875,1858.869873046875,41780.0,905.8394775390625,313.40106201171875,26030.837890625,26123.677734375,7980.0,165.3993377685547,23155.0,6197.0,2591.736572265625,26167.87890625,481.21533203125,727.2880859375,1688.1768798828125,1584.0538330078125,26012.443359375,1860.1357421875,13169.580078125,921.5,375.0,24301.052734375,917.0,17399.37890625,20365.0,977.0,18445.0,1333.0,25299.705078125,972.6793212890625,1372.33447265625,3781.33642578125,1741.5794677734375,1020.5787963867188,2681.153564453125,1708.4111328125,2897.5849609375,711.3325805664062
2023-01-23,3473.11572265625,1921.5330810546875,1900.8797607421875,1877.580078125,41610.0,914.8817138671875,313.40106201171875,26392.181640625,26475.609375,8045.0,166.73590087890625,23275.0,6225.0,2627.39404296875,26524.712890625,481.21533203125,727.5880737304688,1701.6512451171875,1599.29345703125,26355.150390625,1878.8443603515625,13178.6123046875,901.9000244140625,365.0,24941.46875,891.7000122070312,17608.5390625,20925.0,950.0,18785.0,1306.0,25633.158203125,980.4220581054688,1443.140380859375,3776.615966796875,1748.074462890625,1031.2705078125,2683.870849609375,1726.98095703125,2949.080078125,728.3758544921875
2023-01-24,3505.231689453125,1947.2596435546875,1927.09228515625,1903.306884765625,41910.0,931.0625610351562,320.1898498535156,26782.048828125,26856.07421875,8145.0,168.32305908203125,23405.0,6275.0,2667.27392578125,26919.609375,485.7895812988281,730.5885620117188,1727.730224609375,1625.8538818359375,26735.9375,1905.5047607421875,13205.7109375,876.7999877929688,354.0,25671.244140625,865.5999755859375,17846.884765625,21535.0,923.0,19305.0,1271.0,25999.95703125,985.2612915039062,1459.910400390625,3771.894775390625,1746.21875,1032.242431640625,2683.870849609375,1727.909423828125,2934.2255859375,737.3460693359375
2023-01-25,3505.231689453125,1954.27587890625,1935.9859619140625,1910.3232421875,42210.0,931.728759765625,320.1898498535156,26862.875,26936.921875,8238.0,169.57608032226562,23380.0,6270.0,2672.43505859375,26976.705078125,485.7895812988281,729.6884155273438,1719.4718017578125,1618.0164794921875,26807.333984375,1911.1173095703125,13323.134765625,871.0,352.0,25820.177734375,860.9000244140625,17919.8515625,21655.0,917.0,19445.0,1263.0,26076.17578125,981.389892578125,1482.270263671875,3828.54443359375,1745.2908935546875,1032.242431640625,2689.3056640625,1756.6925048828125,2938.186767578125,727.4788818359375
2023-01-26,3491.4677734375,1952.4049072265625,1931.773193359375,1909.8553466796875,42440.0,929.9203491210938,320.1898498535156,26824.837890625,26898.875,8237.0,171.7480010986328,23435.0,6269.0,2669.620361328125,26957.671875,487.61932373046875,731.4885864257812,1713.8211669921875,1614.9683837890625,26793.0546875,1908.7786865234375,13478.9365234375,873.0999755859375,352.0,25760.603515625,863.0999755859375,17876.07421875,21590.0,919.0,19420.0,1264.0,26042.830078125,989.1326904296875,1491.5867919921875,3880.472900390625,1744.3631591796875,1032.242431640625,2686.58837890625,1800.3310546875,2946.10888671875,724.7877807617188
2023-01-27,3473.11572265625,1958.4857177734375,1936.922119140625,1913.129638671875,42800.0,931.0625610351562,316.4699401855469,26858.12109375,26955.947265625,8280.0,172.08213806152344,23265.0,6239.0,2673.37353515625,27000.494140625,484.8747253417969,730.2884521484375,1737.726806640625,1630.6435546875,26831.134765625,1913.9237060546875,13286.51171875,868.4000244140625,352.0,25835.07421875,860.0,17900.39453125,21650.0,916.0,19520.0,1256.0,26085.705078125,990.1005859375,1458.978759765625,3871.03125,1740.6517333984375,1038.0743408203125,2677.5302734375,1791.0462646484375,2970.8662109375,726.5818481445312
2023-01-30,3496.0556640625,1958.4857177734375,1936.4539794921875,1913.129638671875,42080.0,926.7793579101562,316.4699401855469,26886.6484375,26984.48046875,8141.0,168.9077911376953,23295.0,6239.0,2678.065185546875,27024.283203125,486.7044982910156,730.2884521484375,1747.2890625,1641.96435546875,26854.93359375,1913.9237060546875,13249.859375,869.0,351.0,25879.751953125,859.2999877929688,17914.986328125,21715.0,915.0,19490.0,1258.0,26090.46484375,1006.5537719726562,1480.4071044921875,3875.751708984375,1754.5694580078125,1036.13037109375,2629.523193359375,1799.4027099609375,2980.76904296875,715.8176879882812
2023-01-31,3514.40771484375,1949.130615234375,1930.3690185546875,1905.177978515625,41550.0,938.2011108398438,314.51702880859375,26791.556640625,26879.853515625,8090.0,167.65476989746094,23210.0,6212.0,2666.8046875,26910.095703125,493.1084289550781,739.5896606445312,1714.2559814453125,1614.532958984375,26750.21875,1905.9725341796875,13327.74609375,876.0999755859375,353.0,25730.818359375,864.7999877929688,17812.837890625,21555.0,920.0,19335.0,1266.0,26028.5390625,1015.264404296875,1472.02197265625,3913.517822265625,1752.7137451171875,1030.2984619140625,2629.523193359375,1829.1141357421875,3030.283447265625,749.9042358398438
2023-02-01,3537.34765625,1947.727294921875,1927.09228515625,1903.774658203125,41320.0,926.113037109375,314.51702880859375,26829.59375,26922.654296875,8089.0,169.57608032226562,23345.0,6248.0,2670.08935546875,26962.4296875,490.3638916015625,732.088623046875,1722.9486083984375,1620.6287841796875,26797.81640625,1903.6337890625,13327.74609375,878.2999877929688,352.0,25770.533203125,862.5999755859375,17807.974609375,21595.0,919.0,19315.0,1270.0,26042.830078125,1002.6824951171875,1499.9718017578125,3922.95947265625,1741.5794677734375,1029.3265380859375,2644.921630859375,1854.1832275390625,3040.186279296875,781.2998046875
