Date,1301.T,130A.T,131A.T,132A.T,1332.T,1333.T,1375.T,1376.T,1377.T,1379.T,1380.T,1381.T,1382.T,1383.T,1384.T,1401.T,1407.T,1414.T,1417.T,1418.T,1419.T,1420.T,1429.T,1430.T,1431.T,1432.T,1433.T,1434.T,1435.T,1436.T,1438.T,1443.T,1444.T,1445.T,1446.T,1447.T,1450.T,1452.T
2024-01-19,3697.907470703125,,,,746.0126342773438,921.3922729492188,920.9458618164062,1316.015625,3588.954833984375,1674.104248046875,1025.31005859375,2733.9755859375,2052.4013671875,3377.56982421875,961.1414794921875,610.1597290039062,2760.94970703125,1556.696044921875,1784.043701171875,187.18368530273438,3659.424560546875,702.50732421875,916.26416015625,688.522216796875,752.5144653320312,174.0,995.0839233398438,865.1410522460938,164.8063201904297,815.4422607421875,1447.1854248046875,217.78610229492188,2735.0,2900.0,569.4905395507812,350.0335388183594,983.1077270507812,18530.0
2024-01-22,3716.79833984375,,,,747.0512084960938,912.956298828125,936.53857421875,1397.8502197265625,3612.912841796875,1678.843994140625,1028.2535400390625,2745.18017578125,2186.938232421875,3372.6025390625,971.2587890625,615.9985961914062,3059.55517578125,1564.1802978515625,1817.2635498046875,194.94705200195312,3768.79736328125,703.4428100585938,921.7838134765625,702.2926635742188,755.4615478515625,174.0,1029.850830078125,878.13671875,167.7318572998047,822.3195190429688,1492.5911865234375,217.78610229492188,2753.0,2900.0,570.46240234375,361.8323974609375,987.725341796875,18530.0
2024-01-23,3688.4619140625,,,,750.1670532226562,910.4568481445312,933.6149291992188,1385.4798583984375,3593.746337890625,1681.6878662109375,1028.2535400390625,2792.80078125,2334.833251953125,3377.56982421875,963.9007568359375,618.9180297851562,3142.24560546875,1571.430419921875,1809.3095703125,194.94705200195312,3746.011474609375,700.636474609375,919.9439086914062,698.6204833984375,754.479248046875,174.0,1022.33349609375,849.3605346679688,168.70704650878906,840.0037841796875,1503.218017578125,216.7961883544922,2796.0,2900.0,568.5187377929688,352.9832458496094,1003.8872680664062,18530.0
2024-01-24,3660.12548828125,,,,739.4031982421875,905.9263916015625,927.7677001953125,1375.96435546875,3531.454833984375,1676.947998046875,1027.2724609375,2773.192138671875,2248.95849609375,3377.56982421875,950.1044311523438,630.5957641601562,2981.458251953125,1543.3648681640625,1803.6947021484375,194.94705200195312,3714.111083984375,703.4428100585938,896.025390625,700.4566040039062,756.4440307617188,174.0,1017.6353759765625,826.154052734375,167.7318572998047,830.17919921875,1503.218017578125,214.81629943847656,2796.0,2900.0,570.46240234375,343.1508483886719,1015.4315795898438,18530.0
2024-01-25,3702.630126953125,,,,748.08984375,922.7982788085938,931.665771484375,1375.96435546875,3560.204833984375,1685.4798583984375,1027.2724609375,2800.270751953125,2199.342041015625,3382.536865234375,958.3822021484375,656.87060546875,2995.239990234375,1558.5670166015625,1797.6123046875,194.94705200195312,3764.239990234375,706.2490844726562,902.4649658203125,703.210693359375,756.4440307617188,174.0,1006.3594970703125,835.4366455078125,169.68222045898438,830.17919921875,1486.7947998046875,219.7659912109375,2790.0,2900.0,569.4905395507812,329.3854675292969,1017.2786865234375,18530.0
2024-01-26,3679.016357421875,,,,742.0470581054688,904.8328247070312,929.7166748046875,1364.54541015625,3512.2880859375,1682.6358642578125,1025.31005859375,2801.204345703125,2242.279541015625,3387.503662109375,963.9007568359375,655.8974609375,3041.179443359375,1527.461181640625,1788.72265625,191.4966583251953,3673.096435546875,710.9262084960938,885.906005859375,708.7188720703125,753.4968872070312,174.0,1004.4804077148438,825.2257690429688,167.7318572998047,840.0037841796875,1486.7947998046875,217.78610229492188,2809.0,2900.0,568.5187377929688,314.6368713378906,1042.2142333984375,18530.0
2024-01-29,3726.243896484375,,,,754.793701171875,916.2369995117188,939.462158203125,1375.96435546875,3541.0380859375,1689.2716064453125,1030.2159423828125,2790.93310546875,2204.11279296875,3432.206787109375,974.9378051757812,707.4739379882812,3068.742919921875,1536.5823974609375,1816.3277587890625,193.2218780517578,3695.882080078125,716.538818359375,916.26416015625,725.2433471679688,761.3558959960938,174.0,977.2306518554688,820.58447265625,167.7318572998047,851.7932739257812,1504.18408203125,217.78610229492188,3000.0,2900.0,571.4342041015625,306.7709655761719,1037.134765625,18530.0
2024-01-30,3707.35302734375,,,220.0,750.5447998046875,906.2388305664062,940.4367065429688,1375.0126953125,3521.871337890625,1687.3756103515625,1026.291259765625,2762.921142578125,2234.646240234375,3442.140869140625,964.8204956054688,724.017333984375,3036.58544921875,1528.1627197265625,1803.22705078125,190.6340789794922,3682.210693359375,701.5718994140625,909.8245239257812,721.5712280273438,776.0918579101562,174.0,965.8453979492188,812.2300415039062,165.781494140625,846.8809814453125,1497.4215087890625,217.78610229492188,2670.0,2900.0,563.6596069335938,328.4022521972656,1038.98193359375,18530.0
2024-01-31,3740.412109375,,,220.0,762.06396484375,914.3623046875,944.3349609375,1386.431396484375,3531.454833984375,1705.386962890625,1025.31005859375,2769.45751953125,2182.16748046875,3427.23974609375,960.2217407226562,709.4202270507812,3142.24560546875,1541.493896484375,1828.02490234375,188.90887451171875,3723.225341796875,704.3782348632812,923.6236572265625,732.587646484375,771.179931640625,174.0,970.5892333984375,876.2802124023438,167.7318572998047,840.9862670898438,1594.0294189453125,216.7961883544922,2669.0,2900.0,568.5187377929688,323.4860534667969,1026.05224609375,18530.0
2024-02-01,3740.412109375,,,220.0,773.2056274414062,910.4568481445312,938.4876708984375,1399.75341796875,3459.57958984375,1698.7513427734375,1022.3665771484375,2785.330810546875,2124.917724609375,3392.470703125,953.783447265625,729.856201171875,3018.209716796875,1525.356201171875,1837.382568359375,188.04627990722656,3832.59814453125,710.9262084960938,915.3441772460938,730.7515258789062,773.1447143554688,174.0,944.9725341796875,880.9215698242188,164.8063201904297,844.9160766601562,1543.793212890625,211.84649658203125,2576.0,2900.0,571.4342041015625,310.70391845703125,1040.3670654296875,18530.0
2024-02-02,3820.69873046875,,,220.0,771.4115600585938,920.767333984375,940.4367065429688,1384.5283203125,3382.9130859375,1697.80322265625,1020.4043579101562,2789.99951171875,2134.459228515625,3362.668701171875,953.783447265625,716.232177734375,2972.2705078125,1514.597900390625,1838.3182373046875,187.18368530273438,3787.026123046875,705.3135986328125,924.5436401367188,726.1614379882812,770.197509765625,174.0,924.0996704101562,946.8281860351562,164.8063201904297,833.1265258789062,1533.16650390625,214.81629943847656,2571.0,2900.0,572.4060668945312,316.6033630371094,1027.4376220703125,18530.0
2024-02-05,3834.866943359375,,,220.0,774.4329833984375,937.9517211914062,947.258544921875,1340.75634765625,3392.49609375,1703.4910888671875,1029.2347412109375,2782.52978515625,2158.313232421875,3342.800537109375,966.6600341796875,717.205322265625,2930.92529296875,1533.3079833984375,1844.8687744140625,187.18368530273438,3668.5390625,711.8616333007812,941.1026000976562,742.6859130859375,770.197509765625,174.0,948.7676391601562,931.9759521484375,170.65740966796875,852.7757568359375,1582.4364013671875,214.81629943847656,2570.0,2900.0,572.4060668945312,332.335205078125,1037.5965576171875,18530.0
2024-02-06,3844.3125,,,220.0,817.5829467773438,939.826416015625,943.3603515625,1354.0782470703125,3402.07958984375,1695.9073486328125,1024.3289794921875,2810.541748046875,2223.1962890625,3337.83349609375,973.0982666015625,771.7012329101562,2871.2041015625,1520.4447021484375,1826.621337890625,186.3210906982422,3654.867431640625,718.4096069335938,961.3413696289062,735.3417358398438,770.197509765625,174.0,945.9212646484375,937.5455322265625,167.7318572998047,836.073974609375,1545.725341796875,213.8263702392578,2570.0,2900.0,569.4905395507812,333.3184509277344,1035.74951171875,18530.0
2024-02-07,3877.37158203125,,,220.0,851.479736328125,936.7019653320312,940.4367065429688,1362.642333984375,3354.1630859375,1688.3236083984375,1028.2535400390625,2805.872802734375,2175.48828125,3317.965576171875,966.6600341796875,806.7343139648438,2944.70703125,1525.1224365234375,1843.9329833984375,185.45851135253906,3654.867431640625,715.6033935546875,953.9818115234375,734.4236450195312,772.162353515625,174.0,929.792236328125,891.1324462890625,165.781494140625,842.951171875,1545.725341796875,213.8263702392578,2570.0,2900.0,568.5187377929688,318.5698547363281,1036.6729736328125,18530.0
2024-02-08,3844.3125,2501.0,,220.0,852.61279296875,934.2024536132812,935.5640258789062,1352.1749267578125,3344.579833984375,1680.739990234375,1028.2535400390625,2805.872802734375,2134.459228515625,3332.866455078125,973.0982666015625,776.5669555664062,2930.92529296875,1504.541015625,1817.7314453125,184.59588623046875,3663.981689453125,713.7324829101562,933.7430419921875,727.9974365234375,778.0567016601562,174.0,920.3046264648438,873.4954223632812,165.781494140625,836.073974609375,1582.4364013671875,211.84649658203125,2574.0,2900.0,569.4905395507812,310.70391845703125,1036.6729736328125,18530.0
2024-02-09,3811.253173828125,3005.0,1717.0,220.0,857.4281616210938,922.0171508789062,916.0730590820312,1353.1265869140625,3373.329833984375,1685.4798583984375,1026.291259765625,2775.993408203125,2078.16357421875,3337.83349609375,962.9810180664062,709.4202270507812,2848.234375,1489.57275390625,1803.6947021484375,184.59588623046875,3677.653564453125,703.4428100585938,929.1433715820312,721.5712280273438,781.0038452148438,174.0,922.2021484375,864.2128295898438,163.8311004638672,866.5302124023438,1582.4364013671875,212.83642578125,2579.0,2900.0,567.546875,311.6871643066406,1036.6729736328125,18530.0
